C:\Users\92830\Anaconda3\envs\cwhpytorch\python.exe C:/Users/92830/Desktop/hw2/ProjectinML/train_fcn.py
[epoch 1,images 10] training loss = 0.66368  time: 3.010 s
[epoch 3,images 210] training loss = 0.03596  time: 2.211 s
[epoch 3,images 220] training loss = 0.03370  time: 2.211 s
[epoch 3,images 230] training loss = 0.03036  time: 2.165 s
[epoch 3,images 240] training loss = 0.02423  time: 2.155 s
[epoch 3,images 250] training loss = 0.02725  time: 2.138 s
[epoch 3,images 260] training loss = 0.03252  time: 2.205 s
[epoch 3,images 270] training loss = 0.02975  time: 2.166 s
[epoch 3,images 280] training loss = 0.03543  time: 2.183 s
[epoch 3,images 290] training loss = 0.02605  time: 2.199 s
[epoch 3,images 300] training loss = 0.04288  time: 2.147 s
[epoch 3,images 310] training loss = 0.02915  time: 2.159 s
[epoch 3,images 320] training loss = 0.03139  time: 2.154 s
[epoch 3,images 330] training loss = 0.04070  time: 2.147 s
[epoch 3,images 340] training loss = 0.03368  time: 2.149 s
[epoch 3,images 350] training loss = 0.03731  time: 2.141 s
[epoch 3,images 360] training loss = 0.02191  time: 2.156 s
[epoch 3,images 370] training loss = 0.03160  time: 2.148 s
[epoch 3,images 380] training loss = 0.02274  time: 2.151 s
[epoch 3,images 390] training loss = 0.03039  time: 2.153 s
[epoch 3,images 400] training loss = 0.02108  time: 2.149 s
[epoch 3,images 410] training loss = 0.03661  time: 2.169 s
[epoch 3,images 420] training loss = 0.04010  time: 2.148 s
[epoch 3,images 430] training loss = 0.04678  time: 2.164 s
epoch 3	val_loss:0.01986442446137288
[epoch 4,images 10] training loss = 0.02169  time: 1.911 s
[epoch 4,images 20] training loss = 0.03441  time: 2.115 s
[epoch 4,images 30] training loss = 0.02610  time: 2.140 s
[epoch 4,images 40] training loss = 0.02640  time: 2.133 s
[epoch 4,images 50] training loss = 0.02496  time: 2.131 s
[epoch 4,images 60] training loss = 0.02034  time: 2.130 s
[epoch 4,images 70] training loss = 0.02520  time: 2.147 s
[epoch 4,images 80] training loss = 0.02009  time: 2.131 s
[epoch 4,images 90] training loss = 0.03699  time: 2.129 s
[epoch 4,images 100] training loss = 0.04255  time: 2.145 s
[epoch 4,images 110] training loss = 0.02409  time: 2.155 s
[epoch 4,images 120] training loss = 0.03076  time: 2.167 s
[epoch 4,images 130] training loss = 0.02191  time: 2.156 s
[epoch 4,images 140] training loss = 0.02256  time: 2.160 s
[epoch 4,images 150] training loss = 0.02944  time: 2.171 s
[epoch 4,images 160] training loss = 0.02677  time: 2.148 s
[epoch 4,images 170] training loss = 0.03053  time: 2.145 s
[epoch 4,images 180] training loss = 0.02750  time: 2.164 s
[epoch 4,images 190] training loss = 0.02680  time: 2.209 s
[epoch 4,images 200] training loss = 0.01629  time: 2.152 s
[epoch 4,images 210] training loss = 0.02009  time: 2.165 s
[epoch 4,images 220] training loss = 0.01973  time: 2.171 s
[epoch 4,images 230] training loss = 0.02639  time: 2.163 s
[epoch 4,images 240] training loss = 0.02106  time: 2.193 s
[epoch 4,images 250] training loss = 0.02859  time: 2.162 s
[epoch 4,images 260] training loss = 0.01771  time: 2.106 s
[epoch 4,images 270] training loss = 0.03388  time: 2.114 s
[epoch 4,images 280] training loss = 0.02515  time: 2.111 s
[epoch 4,images 290] training loss = 0.02119  time: 2.119 s
[epoch 4,images 300] training loss = 0.02855  time: 2.128 s
[epoch 4,images 310] training loss = 0.02025  time: 2.123 s
[epoch 4,images 320] training loss = 0.02947  time: 2.128 s
[epoch 4,images 330] training loss = 0.02484  time: 2.129 s
[epoch 4,images 340] training loss = 0.02850  time: 2.110 s
[epoch 4,images 350] training loss = 0.02142  time: 2.109 s
[epoch 4,images 360] training loss = 0.02368  time: 2.132 s
[epoch 4,images 370] training loss = 0.02527  time: 2.125 s
[epoch 4,images 380] training loss = 0.01986  time: 2.126 s
[epoch 4,images 390] training loss = 0.01922  time: 2.132 s
[epoch 4,images 400] training loss = 0.02267  time: 2.124 s
[epoch 4,images 410] training loss = 0.03242  time: 2.136 s
[epoch 4,images 420] training loss = 0.02034  time: 2.116 s
[epoch 4,images 430] training loss = 0.01963  time: 2.117 s
epoch 4	val_loss:0.010261652684179449
[epoch 5,images 10] training loss = 0.01471  time: 1.920 s
[epoch 5,images 20] training loss = 0.01810  time: 2.138 s
[epoch 5,images 30] training loss = 0.01603  time: 2.156 s
[epoch 5,images 40] training loss = 0.02220  time: 2.161 s
[epoch 5,images 50] training loss = 0.02402  time: 2.144 s
[epoch 5,images 60] training loss = 0.02250  time: 2.144 s
[epoch 5,images 70] training loss = 0.01789  time: 2.151 s
[epoch 5,images 80] training loss = 0.01739  time: 2.149 s
[epoch 5,images 90] training loss = 0.01687  time: 2.142 s
[epoch 5,images 100] training loss = 0.02867  time: 2.150 s
[epoch 5,images 110] training loss = 0.01788  time: 2.109 s
[epoch 5,images 120] training loss = 0.01880  time: 2.115 s
[epoch 5,images 130] training loss = 0.01643  time: 2.113 s
[epoch 5,images 140] training loss = 0.01435  time: 2.126 s
[epoch 5,images 150] training loss = 0.01403  time: 2.165 s
[epoch 5,images 160] training loss = 0.01528  time: 2.117 s
[epoch 5,images 170] training loss = 0.01450  time: 2.110 s
[epoch 5,images 180] training loss = 0.02951  time: 2.099 s
[epoch 5,images 190] training loss = 0.01913  time: 2.111 s
[epoch 5,images 200] training loss = 0.01761  time: 2.109 s
[epoch 5,images 210] training loss = 0.02362  time: 2.108 s
[epoch 5,images 220] training loss = 0.02934  time: 2.101 s
[epoch 5,images 230] training loss = 0.01979  time: 2.104 s
[epoch 5,images 240] training loss = 0.01851  time: 2.095 s
[epoch 5,images 250] training loss = 0.02469  time: 2.107 s
[epoch 5,images 260] training loss = 0.02177  time: 2.113 s
[epoch 5,images 270] training loss = 0.01672  time: 2.112 s
[epoch 5,images 280] training loss = 0.01601  time: 2.140 s
[epoch 5,images 290] training loss = 0.01919  time: 2.139 s
[epoch 5,images 300] training loss = 0.02304  time: 2.138 s
[epoch 5,images 310] training loss = 0.02170  time: 2.110 s
[epoch 5,images 320] training loss = 0.02489  time: 2.142 s
[epoch 5,images 330] training loss = 0.01974  time: 2.199 s
[epoch 5,images 340] training loss = 0.01133  time: 2.200 s
[epoch 5,images 350] training loss = 0.02190  time: 2.165 s
[epoch 5,images 360] training loss = 0.01895  time: 2.169 s
[epoch 5,images 370] training loss = 0.01807  time: 2.164 s
[epoch 5,images 380] training loss = 0.01497  time: 2.139 s
[epoch 5,images 390] training loss = 0.01604  time: 2.139 s
[epoch 5,images 400] training loss = 0.01414  time: 2.170 s
[epoch 5,images 410] training loss = 0.02175  time: 2.186 s
[epoch 5,images 420] training loss = 0.01647  time: 2.144 s
[epoch 5,images 430] training loss = 0.02326  time: 2.206 s
epoch 5	val_loss:0.009861467508087385
[epoch 6,images 10] training loss = 0.01259  time: 1.913 s
[epoch 6,images 20] training loss = 0.02566  time: 2.173 s
[epoch 6,images 30] training loss = 0.01677  time: 2.184 s
[epoch 6,images 40] training loss = 0.01554  time: 2.183 s
[epoch 6,images 50] training loss = 0.01553  time: 2.193 s
[epoch 6,images 60] training loss = 0.01090  time: 2.147 s
[epoch 6,images 70] training loss = 0.01742  time: 2.142 s
[epoch 6,images 80] training loss = 0.01359  time: 2.132 s
[epoch 6,images 90] training loss = 0.01523  time: 2.127 s
[epoch 6,images 100] training loss = 0.01822  time: 2.150 s
[epoch 6,images 110] training loss = 0.01362  time: 2.164 s
[epoch 6,images 120] training loss = 0.01692  time: 2.131 s
[epoch 6,images 130] training loss = 0.02635  time: 2.143 s
[epoch 6,images 140] training loss = 0.01859  time: 2.152 s
[epoch 6,images 150] training loss = 0.01618  time: 2.186 s
[epoch 6,images 160] training loss = 0.01183  time: 2.205 s
[epoch 6,images 170] training loss = 0.01739  time: 2.141 s
[epoch 6,images 180] training loss = 0.01647  time: 2.136 s
[epoch 6,images 190] training loss = 0.01934  time: 2.150 s
[epoch 6,images 200] training loss = 0.01593  time: 2.181 s
[epoch 6,images 210] training loss = 0.01823  time: 2.117 s
[epoch 6,images 220] training loss = 0.02168  time: 2.117 s
[epoch 6,images 230] training loss = 0.01563  time: 2.161 s
[epoch 6,images 240] training loss = 0.01461  time: 2.106 s
[epoch 6,images 250] training loss = 0.01442  time: 2.125 s
[epoch 6,images 260] training loss = 0.01259  time: 2.102 s
[epoch 6,images 270] training loss = 0.01428  time: 2.108 s
[epoch 6,images 280] training loss = 0.01423  time: 2.118 s
[epoch 6,images 290] training loss = 0.01426  time: 2.108 s
[epoch 6,images 300] training loss = 0.01791  time: 2.135 s
[epoch 6,images 310] training loss = 0.01682  time: 2.144 s
[epoch 6,images 320] training loss = 0.02010  time: 2.140 s
[epoch 6,images 330] training loss = 0.01247  time: 2.133 s
[epoch 6,images 340] training loss = 0.01400  time: 2.139 s
[epoch 6,images 350] training loss = 0.02081  time: 2.115 s
[epoch 6,images 360] training loss = 0.01238  time: 2.116 s
[epoch 6,images 370] training loss = 0.01424  time: 2.142 s
[epoch 6,images 380] training loss = 0.01836  time: 2.161 s
[epoch 6,images 390] training loss = 0.01128  time: 2.116 s
[epoch 6,images 400] training loss = 0.02212  time: 2.148 s
[epoch 6,images 410] training loss = 0.01966  time: 2.129 s
[epoch 6,images 420] training loss = 0.01472  time: 2.125 s
[epoch 6,images 430] training loss = 0.01407  time: 2.136 s
epoch 6	val_loss:0.011438104008575553
[epoch 7,images 10] training loss = 0.01142  time: 1.923 s
[epoch 7,images 20] training loss = 0.01294  time: 2.144 s
[epoch 7,images 30] training loss = 0.01220  time: 2.150 s
[epoch 7,images 40] training loss = 0.01436  time: 2.128 s
[epoch 7,images 50] training loss = 0.01524  time: 2.114 s
[epoch 7,images 60] training loss = 0.01272  time: 2.136 s
[epoch 7,images 70] training loss = 0.01238  time: 2.132 s
[epoch 7,images 80] training loss = 0.01281  time: 2.148 s
[epoch 7,images 90] training loss = 0.01269  time: 2.196 s
[epoch 7,images 100] training loss = 0.02059  time: 2.167 s
[epoch 7,images 110] training loss = 0.01831  time: 2.132 s
[epoch 7,images 120] training loss = 0.01545  time: 2.195 s
[epoch 7,images 130] training loss = 0.01664  time: 2.127 s
[epoch 7,images 140] training loss = 0.01542  time: 2.114 s
[epoch 7,images 150] training loss = 0.01773  time: 2.121 s
[epoch 7,images 160] training loss = 0.01316  time: 2.188 s
[epoch 7,images 170] training loss = 0.01509  time: 2.106 s
[epoch 7,images 180] training loss = 0.01283  time: 2.101 s
[epoch 7,images 190] training loss = 0.01304  time: 2.129 s
[epoch 7,images 200] training loss = 0.01413  time: 2.197 s
[epoch 7,images 210] training loss = 0.01431  time: 2.162 s
[epoch 7,images 220] training loss = 0.01117  time: 2.162 s
[epoch 7,images 230] training loss = 0.01074  time: 2.154 s
[epoch 7,images 240] training loss = 0.01391  time: 2.119 s
[epoch 7,images 250] training loss = 0.01584  time: 2.112 s
[epoch 7,images 260] training loss = 0.01522  time: 2.137 s
[epoch 7,images 270] training loss = 0.01806  time: 2.148 s
[epoch 7,images 280] training loss = 0.01241  time: 2.175 s
[epoch 7,images 290] training loss = 0.01120  time: 2.179 s
[epoch 7,images 300] training loss = 0.01474  time: 2.173 s
[epoch 7,images 310] training loss = 0.01247  time: 2.130 s
[epoch 7,images 320] training loss = 0.01850  time: 2.118 s
[epoch 7,images 330] training loss = 0.01550  time: 2.108 s
[epoch 7,images 340] training loss = 0.01084  time: 2.117 s
[epoch 7,images 350] training loss = 0.01852  time: 2.112 s
[epoch 7,images 360] training loss = 0.01349  time: 2.109 s
[epoch 7,images 370] training loss = 0.01425  time: 2.110 s
[epoch 7,images 380] training loss = 0.01093  time: 2.112 s
[epoch 7,images 390] training loss = 0.01399  time: 2.111 s
[epoch 7,images 400] training loss = 0.01742  time: 2.115 s
[epoch 7,images 410] training loss = 0.01543  time: 2.155 s
[epoch 7,images 420] training loss = 0.02045  time: 2.124 s
[epoch 7,images 430] training loss = 0.01317  time: 2.154 s
epoch 7	val_loss:0.009062132627949929
[epoch 8,images 10] training loss = 0.00910  time: 1.944 s
[epoch 8,images 20] training loss = 0.01005  time: 2.206 s
[epoch 8,images 30] training loss = 0.00983  time: 2.198 s
[epoch 8,images 40] training loss = 0.02072  time: 2.219 s
[epoch 8,images 50] training loss = 0.01316  time: 2.114 s
[epoch 8,images 60] training loss = 0.01077  time: 2.107 s
[epoch 8,images 70] training loss = 0.00979  time: 2.130 s
[epoch 8,images 80] training loss = 0.01123  time: 2.112 s
[epoch 8,images 90] training loss = 0.01040  time: 2.166 s
[epoch 8,images 100] training loss = 0.01159  time: 2.162 s
[epoch 8,images 110] training loss = 0.01346  time: 2.134 s
[epoch 8,images 120] training loss = 0.01487  time: 2.142 s
[epoch 8,images 130] training loss = 0.01789  time: 2.148 s
[epoch 8,images 140] training loss = 0.01394  time: 2.155 s
[epoch 8,images 150] training loss = 0.01592  time: 2.170 s
[epoch 8,images 160] training loss = 0.01556  time: 2.140 s
[epoch 8,images 170] training loss = 0.01262  time: 2.143 s
[epoch 8,images 180] training loss = 0.01196  time: 2.160 s
[epoch 8,images 190] training loss = 0.01525  time: 2.195 s
[epoch 8,images 200] training loss = 0.01518  time: 2.163 s
[epoch 8,images 210] training loss = 0.00926  time: 2.199 s
[epoch 8,images 220] training loss = 0.01464  time: 2.208 s
[epoch 8,images 230] training loss = 0.01426  time: 2.187 s
[epoch 8,images 240] training loss = 0.00941  time: 2.150 s
[epoch 8,images 250] training loss = 0.01238  time: 2.197 s
[epoch 8,images 260] training loss = 0.01201  time: 2.201 s
[epoch 8,images 270] training loss = 0.01146  time: 2.209 s
[epoch 8,images 280] training loss = 0.01653  time: 2.287 s
[epoch 8,images 290] training loss = 0.01477  time: 2.190 s
[epoch 8,images 300] training loss = 0.00975  time: 2.168 s
[epoch 8,images 310] training loss = 0.01690  time: 2.154 s
[epoch 8,images 320] training loss = 0.01701  time: 2.121 s
[epoch 8,images 330] training loss = 0.00773  time: 2.114 s
[epoch 8,images 340] training loss = 0.01159  time: 2.116 s
[epoch 8,images 350] training loss = 0.01036  time: 2.149 s
[epoch 8,images 360] training loss = 0.00885  time: 2.170 s
[epoch 8,images 370] training loss = 0.01501  time: 2.142 s
[epoch 8,images 380] training loss = 0.01275  time: 2.181 s
[epoch 8,images 390] training loss = 0.01588  time: 2.174 s
[epoch 8,images 400] training loss = 0.01036  time: 2.173 s
[epoch 8,images 410] training loss = 0.01210  time: 2.168 s
[epoch 8,images 420] training loss = 0.01172  time: 2.193 s
[epoch 8,images 430] training loss = 0.01366  time: 2.159 s
epoch 8	val_loss:0.009850537145699702
[epoch 9,images 10] training loss = 0.00921  time: 1.882 s
[epoch 9,images 20] training loss = 0.00915  time: 2.111 s
[epoch 9,images 30] training loss = 0.01205  time: 2.123 s
[epoch 9,images 40] training loss = 0.00818  time: 2.108 s
[epoch 9,images 50] training loss = 0.01190  time: 2.116 s
[epoch 9,images 60] training loss = 0.01381  time: 2.141 s
[epoch 9,images 70] training loss = 0.00866  time: 2.132 s
[epoch 9,images 80] training loss = 0.01017  time: 2.117 s
[epoch 9,images 90] training loss = 0.01126  time: 2.113 s
[epoch 9,images 100] training loss = 0.01212  time: 2.127 s
[epoch 9,images 110] training loss = 0.00894  time: 2.143 s
[epoch 9,images 120] training loss = 0.01379  time: 2.122 s
[epoch 9,images 130] training loss = 0.01501  time: 2.139 s
[epoch 9,images 140] training loss = 0.00974  time: 2.116 s
[epoch 9,images 150] training loss = 0.00846  time: 2.199 s
[epoch 9,images 160] training loss = 0.00809  time: 2.194 s
[epoch 9,images 170] training loss = 0.00991  time: 2.176 s
[epoch 9,images 180] training loss = 0.01170  time: 2.173 s
[epoch 9,images 190] training loss = 0.00901  time: 2.174 s
[epoch 9,images 200] training loss = 0.01351  time: 2.176 s
[epoch 9,images 210] training loss = 0.00970  time: 2.162 s
[epoch 9,images 220] training loss = 0.00904  time: 2.149 s
[epoch 9,images 230] training loss = 0.01167  time: 2.138 s
[epoch 9,images 240] training loss = 0.00837  time: 2.139 s
[epoch 9,images 250] training loss = 0.01423  time: 2.140 s
[epoch 9,images 260] training loss = 0.00903  time: 2.161 s
[epoch 9,images 270] training loss = 0.01070  time: 2.155 s
[epoch 9,images 280] training loss = 0.00984  time: 2.155 s
[epoch 9,images 290] training loss = 0.01532  time: 2.167 s
[epoch 9,images 300] training loss = 0.01092  time: 2.130 s
[epoch 9,images 310] training loss = 0.00916  time: 2.176 s
[epoch 9,images 320] training loss = 0.01222  time: 2.157 s
[epoch 9,images 330] training loss = 0.00960  time: 2.149 s
[epoch 9,images 340] training loss = 0.00913  time: 2.176 s
[epoch 9,images 350] training loss = 0.01143  time: 2.191 s
[epoch 9,images 360] training loss = 0.01117  time: 2.176 s
[epoch 9,images 370] training loss = 0.02557  time: 2.139 s
[epoch 9,images 380] training loss = 0.01273  time: 2.133 s
[epoch 9,images 390] training loss = 0.01298  time: 2.130 s
[epoch 9,images 400] training loss = 0.01079  time: 2.125 s
[epoch 9,images 410] training loss = 0.01625  time: 2.140 s
[epoch 9,images 420] training loss = 0.01357  time: 2.160 s
[epoch 9,images 430] training loss = 0.01365  time: 2.127 s
epoch 9	val_loss:0.01191658528677475
[epoch 10,images 10] training loss = 0.00971  time: 1.913 s
[epoch 10,images 20] training loss = 0.00880  time: 2.133 s
[epoch 10,images 30] training loss = 0.01020  time: 2.125 s
[epoch 10,images 40] training loss = 0.00931  time: 2.138 s
[epoch 10,images 50] training loss = 0.00769  time: 2.135 s
[epoch 10,images 60] training loss = 0.00965  time: 2.147 s
[epoch 10,images 70] training loss = 0.01406  time: 2.119 s
[epoch 10,images 80] training loss = 0.01716  time: 2.117 s
[epoch 10,images 90] training loss = 0.00957  time: 2.138 s
[epoch 10,images 100] training loss = 0.00856  time: 2.140 s
[epoch 10,images 110] training loss = 0.00897  time: 2.174 s
[epoch 10,images 120] training loss = 0.00975  time: 2.171 s
[epoch 10,images 130] training loss = 0.00928  time: 2.125 s
[epoch 10,images 140] training loss = 0.01511  time: 2.146 s
[epoch 10,images 150] training loss = 0.01229  time: 2.150 s
[epoch 10,images 160] training loss = 0.00861  time: 2.145 s
[epoch 10,images 170] training loss = 0.01134  time: 2.151 s
[epoch 10,images 180] training loss = 0.00849  time: 2.123 s
[epoch 10,images 190] training loss = 0.01012  time: 2.111 s
[epoch 10,images 200] training loss = 0.00945  time: 2.113 s
[epoch 10,images 210] training loss = 0.00895  time: 2.123 s
[epoch 10,images 220] training loss = 0.00749  time: 2.119 s
[epoch 10,images 230] training loss = 0.01098  time: 2.124 s
[epoch 10,images 240] training loss = 0.00823  time: 2.120 s
[epoch 10,images 250] training loss = 0.00901  time: 2.123 s
[epoch 10,images 260] training loss = 0.00912  time: 2.161 s
[epoch 10,images 270] training loss = 0.01109  time: 2.161 s
[epoch 10,images 280] training loss = 0.00810  time: 2.309 s
[epoch 10,images 290] training loss = 0.00956  time: 2.555 s
[epoch 10,images 300] training loss = 0.00785  time: 2.340 s
[epoch 10,images 310] training loss = 0.00941  time: 2.168 s
[epoch 10,images 320] training loss = 0.00917  time: 2.175 s
[epoch 10,images 330] training loss = 0.01050  time: 2.145 s
[epoch 10,images 340] training loss = 0.00843  time: 2.125 s
[epoch 10,images 350] training loss = 0.01346  time: 2.128 s
[epoch 10,images 360] training loss = 0.01447  time: 2.190 s
[epoch 10,images 370] training loss = 0.00834  time: 2.154 s
[epoch 10,images 380] training loss = 0.00934  time: 2.141 s
[epoch 10,images 390] training loss = 0.01458  time: 2.135 s
[epoch 10,images 400] training loss = 0.00818  time: 2.117 s
[epoch 10,images 410] training loss = 0.01073  time: 2.113 s
[epoch 10,images 420] training loss = 0.01634  time: 2.131 s
[epoch 10,images 430] training loss = 0.00867  time: 2.137 s
epoch 10	val_loss:0.007864736509508505
[epoch 11,images 10] training loss = 0.00612  time: 1.913 s
[epoch 11,images 20] training loss = 0.00905  time: 2.151 s
[epoch 11,images 30] training loss = 0.00558  time: 2.141 s
[epoch 11,images 40] training loss = 0.01094  time: 2.110 s
[epoch 11,images 50] training loss = 0.01023  time: 2.157 s
[epoch 11,images 60] training loss = 0.00864  time: 2.122 s
[epoch 11,images 70] training loss = 0.01076  time: 2.144 s
[epoch 11,images 80] training loss = 0.01019  time: 2.130 s
[epoch 11,images 90] training loss = 0.01075  time: 2.137 s
[epoch 11,images 100] training loss = 0.00691  time: 2.163 s
[epoch 11,images 110] training loss = 0.01157  time: 2.157 s
[epoch 11,images 120] training loss = 0.00978  time: 2.159 s
[epoch 11,images 130] training loss = 0.00828  time: 2.161 s
[epoch 11,images 140] training loss = 0.00751  time: 2.143 s
[epoch 11,images 150] training loss = 0.00934  time: 2.152 s
[epoch 11,images 160] training loss = 0.01033  time: 2.162 s
[epoch 11,images 170] training loss = 0.00871  time: 2.139 s
[epoch 11,images 180] training loss = 0.01527  time: 2.146 s
[epoch 11,images 190] training loss = 0.00957  time: 2.122 s
[epoch 11,images 200] training loss = 0.00846  time: 2.147 s
[epoch 11,images 210] training loss = 0.00779  time: 2.165 s
[epoch 11,images 220] training loss = 0.00980  time: 2.147 s
[epoch 11,images 230] training loss = 0.00836  time: 2.156 s
[epoch 11,images 240] training loss = 0.01074  time: 2.156 s
